"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color"
"12863176","148","311","Engenheiro Leal - Praça XV (via Cavalcanti) (Circular)","311-ENGENHEIRO LEAL - PRACA XV (VIA CAVALCANTI) (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12863176&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12860091","148","887","Pechincha - Barra da Tijuca (Circular)","887-PECHINCHA - BARRA DA TIJUCA (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860091&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","607C8C",
"12867184","148","928","Marechal Hermes - Ramos (Circular)","928-MARECHAL HERMES - RAMOS (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12867184&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12867241","148","773","Pavuna - Cascadura (via Estrada do Camboatá) (Circular)","773-PAVUNA - CASCADURA (VIA ESTR. CAMBOATA) (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12867241&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12861369","148","397","Campo Grande - Carioca","397-CAMPO GRANDE - CARIOCA","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12861369&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12860293","148","327","Ribeira - Castelo (via Linha Vermelha) (Circular)","327-RIBEIRA - CASTELO (VIA LINHA VERMELHA) (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860293&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12863162","148","836","Caboclos - Campo Grande (via R. Olinda Ellis) (Circular)","836-CABOCLOS - CAMPO GRANDE (VIA OLINDA ELLIS) (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12863162&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12868523","148","957","Maré - Alvorada (via Botafogo/Av. Sernambetiba)","957-MARE - ALVORADA (VIA BOTAFOGO / SERNAMBETIBA)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12868523&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","607C8C",
"12861340","148","942","Penha - Pavuna","942-PENHA - PAVUNA","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12861340&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12863348","148","741","Barata - Bangu (via Murundu) (Circular)","741-BARATA - BANGU (VIA MURUNDU) (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12863348&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12860308","148","433","Vila Isabel - Praia de Botafogo (Via Lapa) Circular","433-VILA ISABEL - PRAIA DE BOTAFOGO (VIA LAPA) CIRCULAR","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860308&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"12864218","148","679","Grotão - Méier (Circular)","679-GROTAO - MEIER (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12864218&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12861072","148","390","Curicica - Candelária (via Estrada do Guerenguê)","390-CURICICA - CANDELÁRIA (VIA GUERENGUE)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12861072&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","607C8C",
"12861307","148","238","Água Santa - Praça XV (Circular)","238-AGUA SANTA - PRACA XV (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12861307&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12863255","148","107","Central - Urca (Circular)","107-CENTRAL - URCA","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12863255&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"12861319","148","369","Bangu - Candelária","369-BANGU - CANDELÁRIA","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12861319&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12866441","148","232","Lins - Castelo (via R. Aquidabã)","232-LINS - CASTELO (VIA R. AQUIDABA)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12866441&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12860201","148","786","Campo Grande - Marechal Hermes","786-CAMPO GRANDE - MARECHAL HERMES","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860201&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12869125","148","2110","Gardênia Azul - Castelo","2110-GARDENIA AZUL - CASTELO","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12869125&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","607C8C",
"12863100","148","383","Realengo - Praça da República (Via Sulacap)","383-REALENGO - PRAÇA DA REPÚBLICA (VIA SULACAP)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12863100&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12864101","148","838","Jardim Maravilha - Campo Grande","838-JARDIM MARAVILHA - CAMPO GRANDE","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12864101&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12865852","148","847","Rio da Prata - Campo Grande (via Estrada do Lameirão)","847-RIO DA PRATA - CAMPO GRANDE (VIA LAMEIRAO)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12865852&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12861080","148","315","Recreio dos Bandeirantes - Central (via Linha Amarela)","315-RECREIO DOS BANDEIRANTES - CENTRAL (VIA LINHA AMARELA)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12861080&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","607C8C",
"12868712","148","202","Rio Comprido - Praça XV (Circular)","202-RIO COMPRIDO - PRACA XV (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12868712&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"12860067","148","844","Barra Shopping - Barrinha (Circular)","844-BARRA SHOP. - BARRINHA (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860067&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","607C8C",
"12860107","148","746","Jabour - Cascadura (Circular)","746-JABOUR - CASCADURA (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860107&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12867258","148","473","São Januário - Siqueira Campos (via Túnel Rebouças) Circular","473-SÃO JANUÁRIO - SIQUEIRA CAMPOS (VIA TÚNEL REBOUÇAS) CIRCULAR","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12867258&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"13399815","148","302","Rodoviária - Recreio dos Bandeirantes (via Av. Sernambetiba)","302-RODOVIARIA - RECREIO DOS BANDEIRANTES (VIA AV. SERNAMBETIBA)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=13399815&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","607C8C",
"12864027","148","443","Maré - Leblon (via Central) (Circular)","443-MARE - LEBLON (VIA CENTRAL) (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12864027&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"12860402","148","384","Pavuna - Passeio","384-PAVUNA - PASSEIO","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860402&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12864222","148","895","Serrinha - Campo Grande (Circular)","895-SERRINHA - CAMPO GRANDE (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12864222&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12860390","148","349","Rocha Miranda - Castelo (Circular)","349-ROCHA MIRANDA - CASTELO (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860390&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12863292","148","859","Covanca - Largo do Tanque (Circular)","859-COVANCA - LARGO DO TANQUE (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12863292&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","607C8C",
"12861286","148","395","Coqueiros - Tiradentes","395-COQUEIROS - TIRADENTES (PISTA SELETIVA)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12861286&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12860115","148","484","Olaria - Copacabana (via Aterro do Flamengo) (Circular)","484-OLARIA - COPACABANA (VIA ATERRO DO FLAMENGO) (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860115&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12867435","148","760","Curicica - Madureira (via Estrada do Guerenguê) (Circular)","760-CURICICA - MADUREIRA (VIA ESTR. DO GUERENGUE) (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12867435&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","607C8C",
"12862106","148","351","Irajá - Passeio (via Praça Vinte Sete de Agosto) (Rápido)","351-IRAJA - PASSEIO (VIA PRACA 27 AGOSTO) (RAPIDO)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12862106&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12866696","148","892","São Benedito - Santa Cruz (via Matadouro) (Circular)","892-SAO BENEDITO - SANTA CRUZ (VIA MATADOURO) (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12866696&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12862118","148","603","Usina - Praça Saens Peña (via São Miguel)","603-USINA - PRACA SAENS PENA (VIA SAO MIGUEL)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12862118&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"12863037","148","850","Mendanha - Campo Grande","850-MENDANHA - CAMPO GRANDE","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12863037&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12861412","148","867","Barra de Guaratiba - Campo Grande","867-BARRA DE GUARATIBA - CAMPO GRANDE","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12861412&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12863211","148","915","Bonsucesso - Aeroporto Internacional do RJ (AIRJ) (Circular)","915-BONSUCESSO - AEROPORTO GALEAO (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12863211&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12862436","148","398","Campo Grande - Tiradentes (via Av. Brasil)","398-CAMPO GRANDE - TIRADENTES (VIA AV. BRASIL)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12862436&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12864851","148","688","Pavuna - Méier (via R. José dos Reis)","688-PAVUNA - MEIER (VIA RUA JOSE DOS REIS)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12864851&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12860322","148","843","Campo Grande - Boa Esperança (Circular)","843-CAMPO GRANDE - BOA ESPERANCA (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860322&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12863064","148","503","Alto Leblon - Gávea (Circular)","503-ALTO LEBLON - GÁVEA (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12863064&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"12861156","148","2203","Grajaú - Castelo (Circular)","2203-GRAJAU - CASTELO (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12861156&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"13439213","148","665","Pavuna - Saens Peña (via Av. Pastor Martin Luther King)","665-PAVUNA - SAENS PENA (VIA AV. PASTOR MARTIN LUTHER KING)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=13439213&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12863362","148","884","Sepetiba - Campo Grande (via Estrada do Magarça)","884-SEPETIBA - CAMPO GRANDE (VIA ESTR. DO MAGARCA)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12863362&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12867300","148","616","Del Castilho - Fundão (via Cidade Universitária)","616-DEL CASTILHO - FUNDAO (VIA CIDADE UNIVERSITARIA)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12867300&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12862218","148","721","Cascadura - Vila Cruzeiro","721-CASCADURA - VILA CRUZEIRO","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12862218&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","607C8C",
"12863192","148","669","Pavuna - Cachambi (Circular)","669-PAVUNA - CACHAMBI (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12863192&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12865049","148","634","Bananal - Saens Peña","634-SAENS PENA - BANANAL","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12865049&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12860227","148","475","Méier - Prado Júnior (Circular)","475-MEIER - PRADO JUNIOR (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860227&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"12860169","148","745","Bangu - Cascadura","745-BANGU - CASCADURA","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860169&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12868694","148","891A","Sepetiba - Mato Alto","891A-SEPETIBA - MATO ALTO","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12868694&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","99CCFF",
"12861400","148","350","Irajá - Passeio (Rápido)","350-IRAJA - PASSEIO (VIA PRACA DAS NACOES) (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12861400&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12865864","148","858","Campo Grande - Santa Cruz (via Conjunto Cesarão/Conjunto Alvorada)","858-CAMPO GRANDE - SAO FERNANDO (VIA PACIENCIA) (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12865864&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12861266","148","661","Méier - Maria da Graça (via R. Álvares Cabral/Norteshopping) (Circular)","661-MEIER - MARIA DA GRACA (VIA ALV. CABRAL / NORTESHOPPING) (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12861266&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12860075","148","824","Campo Grande - Santa Maria (Vila Nova)  (Circular)","824-CAMPO GRANDE - SANTA MARIA (VILA NOVA)  (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860075&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12861236","148","779","Pavuna - Madureira (via R. João Vicente)","779-PAVUNA - MADUREIRA (VIA RUA JOAO VICENTE)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12861236&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12862358","148","247","Camarista Méier - Passeio (Circular)","247-CAMARISTA MEIER - PASSEIO (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12862358&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"13448497","148","754","São Fernando - Coelho Neto (via Santa Cruz)","754-SAO FERNANDO - COELHO NETO (VIA SANTA CRUZ)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=13448497&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12860243","148","310","Engenho da Rainha - Praça XV (Circular)","310-ENGENHO DA RAINHA - PRACA XV (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860243&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12860267","148","456","Norte Shopping - Siqueira Campos (via Túnel Santa Bárbara)","456-NORTE SHOPPING - SIQUEIRA CAMPOS (VIA TUNEL SANTA BARBARA)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860267&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12860370","148","751","Jardim Novo (Realengo) - Cascadura","751-JARDIM NOVO (REALENGO) - CASCADURA","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860370&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12865794","148","924","Aeroporto Internacional do RJ (AIRJ) - Bananal","924-AEROPORTO GALEAO - BANANAL","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12865794&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12867310","148","635","Bananal - Saens Peña (via Linha Vermelha/Cidade Universitária)","635-SAENS PENA - BANANAL (VIA LINHA VERMELHA / CIDADE UNIVERSITARIA)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12867310&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12869782","148","525","General Osório - Alvorada","525-GENERAL OSORIO - ALVORADA","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12869782&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","607C8C",
"12867907","148","650","Marechal Hermes - Engenho Novo (Circular)","650-MARECHAL HERMES - ENGENHO NOVO (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12867907&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12860121","148","402","Engenho da Rainha - Gávea","402-ENGENHO DA RAINHA - GAVEA","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860121&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12860235","148","804","Largo do Aarão - Campo Grande (via R. Felipe Cardoso)","804-LARGO DO AARAO - CAMPO GRANDE (VIA RUA FELIPE CARDOSO)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12860235&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12863041","148","409","Saens Peña - Jardim Botânico (via Horto)","409-SAENS PENA - JARDIM BOTANICO (HORTO)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12863041&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"12865667","148","738","Urucânia - Marechal Hermes","738-URUCANIA - MARECHAL HERMES","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12865667&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12862368","148","217","Andaraí - Carioca (Circular)","217-ANDARAI - CARIOCA (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12862368&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"12861118","148","600","Taquara - Saens Peña (via Cidade de Deus/Av. Menezes Cortes)","600-PRACA SAENS PENA - TAQUARA (VIA CIDADE DE DEUS / AV. MENEZES CORTES)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12861118&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","607C8C",
"12861323","148","2145","Aeroporto Internacional do RJ (AIRJ) - Aeroporto Santos Dumont","2145-AEROPORTO GALEAO - AEROPORTO SANTOS DUMONT","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12861323&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12862158","148","460","São Cristóvão - Leblon (via Túnel Rebouças) (Circular)","460-SAO CRISTOVAO - LEBLON (VIA TUNEL REBOUCAS) (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12862158&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"12863277","148","498","Circular da Penha - Cosme Velho","498-CIRCULAR DA PENHA - COSME VELHO","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12863277&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12868547","148","793","Magalhães Bastos - Pavuna","793-PAVUNA - MAGALHAES BASTOS","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12868547&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12864254","148","434","Grajaú - Praia de Botafogo (via Lapa) Circular","434-GRAJAÚ - PRAIA DE BOTAFOGO (VIA LAPA) CIRCULAR","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12864254&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"12866675","148","583","Cosme Velho - Leblon (via Jóquei) (Circular)","583-COSME VELHO - LEBLON (VIA JOQUEI) (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12866675&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"12865790","148","845","Campo Grande - Cantagalo (Circular)","845-CAMPO GRANDE - CANTAGALO (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12865790&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12861244","148","483","Penha - Siqueira Campos (Circular)","483-PENHA - SIQUEIRA CAMPOS (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12861244&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12864879","148","329","Bancários - Castelo (via Praia da Rosa) (Circular)","329-BANCARIOS - CASTELO (VIA PRAIA DA ROSA) (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12864879&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12862226","148","910","Bananal - Madureira (Circular)","910-BANANAL - MADUREIRA (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12862226&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","BAD80A",
"12861274","148","389","Vila Aliança - Carioca (Rápido)","389-VILA ALIANCA - CARIOCA (VIA SENADOR CAMARA) (RAPIDO)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12861274&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12864871","148","210","Caju - Candelária (Circular)","210-Caju - Candelária (Circular)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12864871&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"12862275","148","839","Campo Grande - Cesarão (via Estrada Urucânia) (Circular)","839-CAMPO GRANDE - CESARAO (VIA URUCANIA) (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12862275&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
"12865894","148","416","Saens Peña - Jardim Botânico (Horto) (via Túnel Rebouças)","416-SAENS PENA - JARDIM BOTANICO (HORTO) (VIA TUNEL REBOUCAS) (RAPIDO)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12865894&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"12866651","148","555","Rio das Pedras - Gávea","555-RIO DAS PEDRAS - GAVEA","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12866651&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","607C8C",
"12868020","148","010","Fátima - Central (Circular)","010-FATIMA - CENTRAL (CIRCULAR)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12868020&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D8B511",
"12864005","148","2307","Jardim Sete de Abril - Castelo (via Av. Pres. Vargas)","2307-JARDIM SETE DE ABRIL - CASTELO (VIA AV. PRESIDENTE VARGAS)","3","http://www.vadeonibus.com.br/vdo/?telaAtiva=site&exibeRota=12864005&utm_medium=GTFSfeed&utm_source=GoogleTransit&utm_campaign=route_URL","D62828",
